date,location,country,total_vaccinations_raw,total_distributed_raw,pop_est,division,total_vaccinations_int,total_distributed_int,daily_vaccinations_int,daily_distributed_int,daily_vaccinations_rolling,daily_distributed_rolling
2021-02-24,Hawaii,usa,339771.0,459350.0,1415888.0793477225,Pacific,339771.0,459350.0,6172.0,9890.0,14150.857142857143,19771.428571428572
2021-02-25,Hawaii,usa,348897.0,477450.0,1415888.0793477225,Pacific,348897.0,477450.0,9126.0,18100.0,14500.714285714286,22357.14285714286
2021-02-26,Hawaii,usa,359108.0,494020.0,1415888.0793477225,Pacific,359108.0,494020.0,10211.0,16570.0,8248.42857142857,13752.857142857143
2021-02-27,Hawaii,usa,370746.0,497760.0,1415888.0793477225,Pacific,370746.0,497760.0,11638.0,3740.0,8288.0,14287.142857142857
2021-02-28,Hawaii,usa,382798.0,497760.0,1415888.0793477225,Pacific,382798.0,497760.0,12052.0,0.0,8547.42857142857,14287.142857142857
2021-03-01,Hawaii,usa,389644.0,497760.0,1415888.0793477225,Pacific,389644.0,497760.0,6846.0,0.0,8331.857142857143,14287.142857142857
2021-03-02,Hawaii,usa,392771.0,536520.0,1415888.0793477225,Pacific,392771.0,536520.0,3127.0,38760.0,8453.142857142857,12437.142857142857
2021-01-12,Idaho,usa,35845.0,146750.0,1787046.8109014807,Mountain,35845.0,146750.0,,,,
2021-01-13,Idaho,usa,38872.0,158125.0,1787046.8109014807,Mountain,38872.0,158125.0,3027.0,11375.0,3027.0,11375.0
2021-01-14,Idaho,usa,42586.0,160075.0,1787046.8109014807,Mountain,42586.0,160075.0,3714.0,1950.0,3370.5,6662.5
2021-01-15,Idaho,usa,46636.0,160075.0,1787046.8109014807,Mountain,46636.0,160075.0,4050.0,0.0,3597.0,4441.666666666667
2021-01-16,Idaho,usa,,,1787046.8109014807,Mountain,50970.75,160075.0,4334.75,0.0,3781.4375,3331.25
2021-01-17,Idaho,usa,,,1787046.8109014807,Mountain,55305.5,160075.0,4334.75,0.0,3892.1,2665.0
2021-01-18,Idaho,usa,,,1787046.8109014807,Mountain,59640.25,160075.0,4334.75,0.0,3965.875,2220.8333333333335
2021-01-19,Idaho,usa,63975.0,160075.0,1787046.8109014807,Mountain,63975.0,160075.0,4334.75,0.0,4018.5714285714284,1903.5714285714287
2021-01-20,Idaho,usa,69267.0,166850.0,1787046.8109014807,Mountain,69267.0,166850.0,5292.0,6775.0,4342.142857142857,1246.4285714285713
2021-01-21,Idaho,usa,73372.0,178175.0,1787046.8109014807,Mountain,73372.0,178175.0,4105.0,11325.0,4398.0,2585.714285714286
2021-01-22,Idaho,usa,77988.0,181100.0,1787046.8109014807,Mountain,77988.0,181100.0,4616.0,2925.0,4478.857142857143,3003.5714285714284
2021-01-23,Idaho,usa,82640.0,181100.0,1787046.8109014807,Mountain,82640.0,181100.0,4652.0,0.0,4524.178571428572,3003.5714285714284
2021-01-24,Idaho,usa,87128.0,181100.0,1787046.8109014807,Mountain,87128.0,181100.0,4488.0,0.0,4546.071428571428,3003.5714285714284
2021-01-25,Idaho,usa,91271.0,181100.0,1787046.8109014807,Mountain,91271.0,181100.0,4143.0,0.0,4518.678571428572,3003.5714285714284
2021-01-26,Idaho,usa,93766.0,184025.0,1787046.8109014807,Mountain,93766.0,184025.0,2495.0,2925.0,4255.857142857143,3421.4285714285716
2021-01-27,Idaho,usa,96991.0,203225.0,1787046.8109014807,Mountain,96991.0,203225.0,3225.0,19200.0,3960.5714285714284,5196.428571428572
2021-01-28,Idaho,usa,102800.0,210750.0,1787046.8109014807,Mountain,102800.0,210750.0,5809.0,7525.0,4204.0,4653.571428571428
2021-01-29,Idaho,usa,108873.0,221550.0,1787046.8109014807,Mountain,108873.0,221550.0,6073.0,10800.0,4412.142857142857,5778.571428571428
2021-01-30,Idaho,usa,114729.0,221550.0,1787046.8109014807,Mountain,114729.0,221550.0,5856.0,0.0,4584.142857142857,5778.571428571428
2021-01-31,Idaho,usa,120880.0,221550.0,1787046.8109014807,Mountain,120880.0,221550.0,6151.0,0.0,4821.714285714285,5778.571428571428
2021-02-01,Idaho,usa,124377.0,221550.0,1787046.8109014807,Mountain,124377.0,221550.0,3497.0,0.0,4729.428571428572,5778.571428571428
2021-02-02,Idaho,usa,126648.0,216975.0,1787046.8109014807,Mountain,126648.0,216975.0,2271.0,0.0,4697.428571428572,5360.714285714285
2021-02-03,Idaho,usa,132384.0,245925.0,1787046.8109014807,Mountain,132384.0,245925.0,5736.0,28950.0,5056.142857142857,6753.571428571428
2021-02-04,Idaho,usa,141897.0,262275.0,1787046.8109014807,Mountain,141897.0,262275.0,9513.0,16350.0,5585.285714285715,8014.285714285715
2021-02-05,Idaho,usa,159394.0,262275.0,1787046.8109014807,Mountain,159394.0,262275.0,17497.0,0.0,7217.285714285715,6471.428571428572
2021-02-06,Idaho,usa,176220.0,266475.0,1787046.8109014807,Mountain,176220.0,266475.0,16826.0,4200.0,8784.42857142857,7071.428571428572
2021-02-07,Idaho,usa,185681.0,266475.0,1787046.8109014807,Mountain,185681.0,266475.0,9461.0,0.0,9257.285714285714,7071.428571428572
2021-02-08,Idaho,usa,195591.0,266475.0,1787046.8109014807,Mountain,195591.0,266475.0,9910.0,0.0,10173.42857142857,7071.428571428572
2021-02-09,Idaho,usa,198826.0,282075.0,1787046.8109014807,Mountain,198826.0,282075.0,3235.0,15600.0,10311.142857142857,9300.0
2021-02-10,Idaho,usa,205379.0,310025.0,1787046.8109014807,Mountain,205379.0,310025.0,6553.0,27950.0,10427.857142857143,9157.142857142857
2021-02-11,Idaho,usa,214063.0,319825.0,1787046.8109014807,Mountain,214063.0,319825.0,8684.0,9800.0,10309.42857142857,8221.42857142857
2021-02-12,Idaho,usa,214063.0,320800.0,1787046.8109014807,Mountain,214063.0,320800.0,0.0,975.0,7809.857142857143,8360.714285714286
2021-02-13,Idaho,usa,221585.0,328600.0,1787046.8109014807,Mountain,221585.0,328600.0,7522.0,7800.0,6480.714285714285,8875.0
2021-02-14,Idaho,usa,242295.0,329575.0,1787046.8109014807,Mountain,242295.0,329575.0,20710.0,975.0,8087.714285714285,9014.285714285714
2021-02-15,Idaho,usa,,,1787046.8109014807,Mountain,252960.0,331575.0,10665.0,2000.0,8195.57142857143,9300.0
2021-02-16,Idaho,usa,263625.0,333575.0,1787046.8109014807,Mountain,263625.0,333575.0,10665.0,2000.0,9257.0,7357.142857142857
2021-02-17,Idaho,usa,270169.0,334550.0,1787046.8109014807,Mountain,270169.0,334550.0,6544.0,975.0,9255.714285714286,3503.5714285714284
2021-02-18,Idaho,usa,278474.0,336650.0,1787046.8109014807,Mountain,278474.0,336650.0,8305.0,2100.0,9201.57142857143,2403.5714285714284
2021-02-19,Idaho,usa,304647.0,357200.0,1787046.8109014807,Mountain,304647.0,357200.0,26173.0,20550.0,12940.57142857143,5200.0
2021-02-20,Idaho,usa,313466.0,358200.0,1787046.8109014807,Mountain,313466.0,358200.0,8819.0,1000.0,13125.857142857143,4228.571428571428
2021-02-21,Idaho,usa,326336.0,358200.0,1787046.8109014807,Mountain,326336.0,358200.0,12870.0,0.0,12005.857142857143,4089.285714285714
2021-02-22,Idaho,usa,336243.0,358200.0,1787046.8109014807,Mountain,336243.0,358200.0,9907.0,0.0,11897.57142857143,3803.5714285714284
2021-02-23,Idaho,usa,340444.0,388815.0,1787046.8109014807,Mountain,340444.0,388815.0,4201.0,30615.0,10974.142857142857,7891.428571428572
2021-02-24,Idaho,usa,346534.0,422185.0,1787046.8109014807,Mountain,346534.0,422185.0,6090.0,33370.0,10909.285714285714,12519.285714285714
2021-02-25,Idaho,usa,356987.0,432185.0,1787046.8109014807,Mountain,356987.0,432185.0,10453.0,10000.0,11216.142857142857,13647.857142857143
2021-02-26,Idaho,usa,367113.0,459355.0,1787046.8109014807,Mountain,367113.0,459355.0,10126.0,27170.0,8923.714285714286,14593.57142857143
2021-02-27,Idaho,usa,378401.0,485195.0,1787046.8109014807,Mountain,378401.0,485195.0,11288.0,25840.0,9276.42857142857,18142.14285714286
2021-02-28,Idaho,usa,392370.0,485195.0,1787046.8109014807,Mountain,392370.0,485195.0,13969.0,0.0,9433.42857142857,18142.14285714286
2021-03-01,Idaho,usa,404250.0,485195.0,1787046.8109014807,Mountain,404250.0,485195.0,11880.0,0.0,9715.285714285714,18142.14285714286
2021-03-02,Idaho,usa,409641.0,517115.0,1787046.8109014807,Mountain,409641.0,517115.0,5391.0,31920.0,9885.285714285714,18328.571428571428
2021-01-12,Illinois,usa,347005.0,903100.0,12671484.624352043,East North Central,347005.0,903100.0,,,,
2021-01-13,Illinois,usa,365859.0,920225.0,12671484.624352043,East North Central,365859.0,920225.0,18854.0,17125.0,18854.0,17125.0
2021-01-14,Illinois,usa,403666.0,958125.0,12671484.624352043,East North Central,403666.0,958125.0,37807.0,37900.0,28330.5,27512.5
2021-01-15,Illinois,usa,437765.0,1011225.0,12671484.624352043,East North Central,437765.0,1011225.0,34099.0,53100.0,30253.333333333332,36041.666666666664
2021-01-16,Illinois,usa,,,12671484.624352043,East North Central,459639.0,1011225.0,21874.0,0.0,28158.5,27031.25
2021-01-17,Illinois,usa,,,12671484.624352043,East North Central,481513.0,1011225.0,21874.0,0.0,26901.6,21625.0
2021-01-18,Illinois,usa,,,12671484.624352043,East North Central,503387.0,1011225.0,21874.0,0.0,26063.666666666668,18020.833333333332
2021-01-19,Illinois,usa,525261.0,1011225.0,12671484.624352043,East North Central,525261.0,1011225.0,21874.0,0.0,25465.14285714286,15446.42857142857
2021-01-20,Illinois,usa,539926.0,1094000.0,12671484.624352043,East North Central,539926.0,1094000.0,14665.0,82775.0,24866.714285714286,24825.0
2021-01-21,Illinois,usa,570527.0,1173325.0,12671484.624352043,East North Central,570527.0,1173325.0,30601.0,79325.0,23837.285714285714,30742.85714285714
2021-01-22,Illinois,usa,607502.0,1209300.0,12671484.624352043,East North Central,607502.0,1209300.0,36975.0,35975.0,24248.14285714286,28296.428571428572
2021-01-23,Illinois,usa,654752.0,1417250.0,12671484.624352043,East North Central,654752.0,1417250.0,47250.0,207950.0,27873.285714285714,58003.57142857143
2021-01-24,Illinois,usa,699072.0,1417250.0,12671484.624352043,East North Central,699072.0,1417250.0,44320.0,0.0,31079.85714285714,58003.57142857143
2021-01-25,Illinois,usa,723203.0,1417250.0,12671484.624352043,East North Central,723203.0,1417250.0,24131.0,0.0,31402.285714285714,58003.57142857143
2021-01-26,Illinois,usa,737989.0,1548950.0,12671484.624352043,East North Central,737989.0,1548950.0,14786.0,131700.0,30389.714285714286,76817.85714285714
2021-01-27,Illinois,usa,766659.0,1591000.0,12671484.624352043,East North Central,766659.0,1591000.0,28670.0,42050.0,32390.428571428572,71000.0
2021-01-28,Illinois,usa,823325.0,1631775.0,12671484.624352043,East North Central,823325.0,1631775.0,56666.0,40775.0,36114.0,65492.857142857145
2021-01-29,Illinois,usa,884502.0,1658725.0,12671484.624352043,East North Central,884502.0,1658725.0,61177.0,26950.0,39571.42857142857,64203.57142857143
2021-01-30,Illinois,usa,948804.0,1696575.0,12671484.624352043,East North Central,948804.0,1696575.0,64302.0,37850.0,42007.42857142857,39903.57142857143
2021-01-31,Illinois,usa,1011454.0,1696575.0,12671484.624352043,East North Central,1011454.0,1696575.0,62650.0,0.0,44626.0,39903.57142857143
2021-02-01,Illinois,usa,1054814.0,1696575.0,12671484.624352043,East North Central,1054814.0,1696575.0,43360.0,0.0,47373.0,39903.57142857143
2021-02-02,Illinois,usa,1073076.0,1859850.0,12671484.624352043,East North Central,1073076.0,1859850.0,18262.0,163275.0,47869.57142857143,44414.28571428572
2021-02-03,Illinois,usa,1108571.0,1986725.0,12671484.624352043,East North Central,1108571.0,1986725.0,35495.0,126875.0,48844.57142857143,56532.142857142855
2021-02-04,Illinois,usa,1178369.0,2053325.0,12671484.624352043,East North Central,1178369.0,2053325.0,69798.0,66600.0,50720.57142857143,60221.42857142857
2021-02-05,Illinois,usa,1247521.0,2089050.0,12671484.624352043,East North Central,1247521.0,2089050.0,69152.0,35725.0,51859.857142857145,61475.0
2021-02-06,Illinois,usa,1329963.0,2089050.0,12671484.624352043,East North Central,1329963.0,2089050.0,82442.0,0.0,54451.28571428572,56067.857142857145
2021-02-07,Illinois,usa,1401585.0,2089050.0,12671484.624352043,East North Central,1401585.0,2089050.0,71622.0,0.0,55733.0,56067.857142857145
2021-02-08,Illinois,usa,1457693.0,2089050.0,12671484.624352043,East North Central,1457693.0,2089050.0,56108.0,0.0,57554.142857142855,56067.857142857145
2021-02-09,Illinois,usa,1477780.0,2207200.0,12671484.624352043,East North Central,1477780.0,2207200.0,20087.0,118150.0,57814.857142857145,49621.42857142857
2021-02-10,Illinois,usa,1539781.0,2327100.0,12671484.624352043,East North Central,1539781.0,2327100.0,62001.0,119900.0,61601.42857142857,48625.0
2021-02-11,Illinois,usa,1604830.0,2455500.0,12671484.624352043,East North Central,1604830.0,2455500.0,65049.0,128400.0,60923.0,57453.57142857143
2021-02-12,Illinois,usa,1674988.0,2481075.0,12671484.624352043,East North Central,1674988.0,2481075.0,70158.0,25575.0,61066.71428571428,56003.57142857143
2021-02-13,Illinois,usa,1772568.0,2561800.0,12671484.624352043,East North Central,1772568.0,2561800.0,97580.0,80725.0,63229.28571428572,67535.71428571429
2021-02-14,Illinois,usa,1854228.0,2566675.0,12671484.624352043,East North Central,1854228.0,2566675.0,81660.0,4875.0,64663.28571428572,68232.14285714286
2021-02-15,Illinois,usa,,,12671484.624352043,East North Central,1904305.0,2614112.5,50077.0,47437.5,63801.71428571428,75008.92857142857
2021-02-16,Illinois,usa,1954382.0,2661550.0,12671484.624352043,East North Central,1954382.0,2661550.0,50077.0,47437.5,68086.0,64907.142857142855
2021-02-17,Illinois,usa,1996099.0,2694700.0,12671484.624352043,East North Central,1996099.0,2694700.0,41717.0,33150.0,65188.28571428572,52514.28571428572
2021-02-18,Illinois,usa,2037388.0,2706400.0,12671484.624352043,East North Central,2037388.0,2706400.0,41289.0,11700.0,61794.0,35842.857142857145
2021-02-19,Illinois,usa,2174539.0,2883925.0,12671484.624352043,East North Central,2174539.0,2883925.0,137151.0,177525.0,71364.42857142857,57550.0
2021-02-20,Illinois,usa,2261482.0,2924725.0,12671484.624352043,East North Central,2261482.0,2924725.0,86943.0,40800.0,69844.85714285714,51846.42857142857
2021-02-21,Illinois,usa,2339546.0,2924925.0,12671484.624352043,East North Central,2339546.0,2924925.0,78064.0,200.0,69331.14285714286,51178.57142857143
2021-02-22,Illinois,usa,2354395.0,2924925.0,12671484.624352043,East North Central,2354395.0,2924925.0,14849.0,0.0,64298.57142857143,44401.78571428572
2021-02-23,Illinois,usa,2416034.0,3005345.0,12671484.624352043,East North Central,2416034.0,3005345.0,61639.0,80420.0,65950.28571428571,49113.57142857143
2021-02-24,Illinois,usa,2461385.0,3327065.0,12671484.624352043,East North Central,2461385.0,3327065.0,45351.0,321720.0,66469.42857142857,90337.85714285714
2021-02-25,Illinois,usa,2519447.0,3499685.0,12671484.624352043,East North Central,2519447.0,3499685.0,58062.0,172620.0,68865.57142857143,113326.42857142857
2021-02-26,Illinois,usa,2639826.0,3557335.0,12671484.624352043,East North Central,2639826.0,3557335.0,120379.0,57650.0,66469.57142857143,96201.42857142857
2021-02-27,Illinois,usa,2735250.0,3575135.0,12671484.624352043,East North Central,2735250.0,3575135.0,95424.0,17800.0,67681.14285714286,92915.71428571429
2021-02-28,Illinois,usa,2824209.0,3575135.0,12671484.624352043,East North Central,2824209.0,3575135.0,88959.0,0.0,69237.57142857143,92887.14285714286
2021-03-01,Illinois,usa,2906555.0,3575135.0,12671484.624352043,East North Central,2906555.0,3575135.0,82346.0,0.0,78880.0,92887.14285714286
2021-03-02,Illinois,usa,2958947.0,3722705.0,12671484.624352043,East North Central,2958947.0,3722705.0,52392.0,147570.0,77559.0,102480.0
2021-01-12,Indiana,usa,191844.0,540475.0,6731843.8868255615,East North Central,191844.0,540475.0,,,,
2021-01-13,Indiana,usa,211334.0,579050.0,6731843.8868255615,East North Central,211334.0,579050.0,19490.0,38575.0,19490.0,38575.0
2021-01-14,Indiana,usa,233488.0,630025.0,6731843.8868255615,East North Central,233488.0,630025.0,22154.0,50975.0,20822.0,44775.0
2021-01-15,Indiana,usa,260310.0,642425.0,6731843.8868255615,East North Central,260310.0,642425.0,26822.0,12400.0,22822.0,33983.333333333336
2021-01-16,Indiana,usa,,,6731843.8868255615,East North Central,278904.0,642425.0,18594.0,0.0,21765.0,25487.5
2021-01-17,Indiana,usa,,,6731843.8868255615,East North Central,297498.0,642425.0,18594.0,0.0,21130.8,20390.0
2021-01-18,Indiana,usa,,,6731843.8868255615,East North Central,316092.0,642425.0,18594.0,0.0,20708.0,16991.666666666668
2021-01-19,Indiana,usa,334686.0,642425.0,6731843.8868255615,East North Central,334686.0,642425.0,18594.0,0.0,20406.0,14564.285714285714
2021-01-20,Indiana,usa,356385.0,741025.0,6731843.8868255615,East North Central,356385.0,741025.0,21699.0,98600.0,20721.571428571428,23139.285714285714
2021-01-21,Indiana,usa,387137.0,816025.0,6731843.8868255615,East North Central,387137.0,816025.0,30752.0,75000.0,21949.85714285714,26571.428571428572
2021-01-22,Indiana,usa,414127.0,839925.0,6731843.8868255615,East North Central,414127.0,839925.0,26990.0,23900.0,21973.85714285714,28214.285714285714
2021-01-23,Indiana,usa,446029.0,841725.0,6731843.8868255615,East North Central,446029.0,841725.0,31902.0,1800.0,23875.0,28471.428571428572
2021-01-24,Indiana,usa,446029.0,841725.0,6731843.8868255615,East North Central,446029.0,841725.0,0.0,0.0,21218.714285714286,28471.428571428572
2021-01-25,Indiana,usa,491856.0,841725.0,6731843.8868255615,East North Central,491856.0,841725.0,45827.0,0.0,25109.14285714286,28471.428571428572
2021-01-26,Indiana,usa,498824.0,900175.0,6731843.8868255615,East North Central,498824.0,900175.0,6968.0,58450.0,23448.285714285714,36821.42857142857
2021-01-27,Indiana,usa,524180.0,920975.0,6731843.8868255615,East North Central,524180.0,920975.0,25356.0,20800.0,23970.714285714286,25707.14285714286
2021-01-28,Indiana,usa,552144.0,925300.0,6731843.8868255615,East North Central,552144.0,925300.0,27964.0,4325.0,23572.428571428572,15610.714285714286
2021-01-29,Indiana,usa,581322.0,929900.0,6731843.8868255615,East North Central,581322.0,929900.0,29178.0,4600.0,23885.0,12853.57142857143
2021-01-30,Indiana,usa,607185.0,931500.0,6731843.8868255615,East North Central,607185.0,931500.0,25863.0,1600.0,23022.285714285714,12825.0
2021-01-31,Indiana,usa,607185.0,931500.0,6731843.8868255615,East North Central,607185.0,931500.0,0.0,0.0,23022.285714285714,12825.0
2021-02-01,Indiana,usa,607185.0,931500.0,6731843.8868255615,East North Central,607185.0,931500.0,0.0,0.0,16475.571428571428,12825.0
2021-02-02,Indiana,usa,612289.0,1091375.0,6731843.8868255615,East North Central,612289.0,1091375.0,5104.0,159875.0,16209.285714285714,27314.285714285714
2021-02-03,Indiana,usa,637745.0,1106550.0,6731843.8868255615,East North Central,637745.0,1106550.0,25456.0,15175.0,16223.57142857143,26510.714285714286
2021-02-04,Indiana,usa,671191.0,1116375.0,6731843.8868255615,East North Central,671191.0,1116375.0,33446.0,9825.0,17006.714285714286,27296.428571428572
2021-02-05,Indiana,usa,710888.0,1117350.0,6731843.8868255615,East North Central,710888.0,1117350.0,39697.0,975.0,18509.428571428572,26778.571428571428
2021-02-06,Indiana,usa,749771.0,1118350.0,6731843.8868255615,East North Central,749771.0,1118350.0,38883.0,1000.0,20369.428571428572,26692.85714285714
2021-02-07,Indiana,usa,749771.0,1118350.0,6731843.8868255615,East North Central,749771.0,1118350.0,0.0,0.0,20369.428571428572,26692.85714285714
2021-02-08,Indiana,usa,749771.0,1118350.0,6731843.8868255615,East North Central,749771.0,1118350.0,0.0,0.0,20369.428571428572,26692.85714285714
2021-02-09,Indiana,usa,761070.0,1206125.0,6731843.8868255615,East North Central,761070.0,1206125.0,11299.0,87775.0,21254.428571428572,16392.85714285714
2021-02-10,Indiana,usa,795702.0,1291675.0,6731843.8868255615,East North Central,795702.0,1291675.0,34632.0,85550.0,22565.285714285714,26446.428571428572
2021-02-11,Indiana,usa,832031.0,1351325.0,6731843.8868255615,East North Central,832031.0,1351325.0,36329.0,59650.0,22977.14285714286,33564.28571428572
2021-02-12,Indiana,usa,873568.0,1360125.0,6731843.8868255615,East North Central,873568.0,1360125.0,41537.0,8800.0,23240.0,34682.142857142855
2021-02-13,Indiana,usa,1018783.0,1387975.0,6731843.8868255615,East North Central,1018783.0,1387975.0,145215.0,27850.0,38430.28571428572,38517.857142857145
2021-02-14,Indiana,usa,1058874.0,1388375.0,6731843.8868255615,East North Central,1058874.0,1388375.0,40091.0,400.0,44157.57142857143,38575.0
2021-02-15,Indiana,usa,,,6731843.8868255615,East North Central,1075318.0,1416737.5,16444.0,28362.5,46506.71428571428,42626.78571428572
